"±¸ºÐ","Ç×¸ñ","´ÜÀ§","2017.01 ¿ù","2017.02 ¿ù","2017.03 ¿ù","2017.04 ¿ù","2017.05 ¿ù","2017.06 ¿ù","2017.07 ¿ù","2017.08 ¿ù","2017.09 ¿ù","2017.10 ¿ù","2017.11 ¿ù","2017.12 ¿ù","2018.01 ¿ù","2018.02 ¿ù","2018.03 ¿ù","2018.04 ¿ù","2018.05 ¿ù","2018.06 ¿ù","2018.07 ¿ù","2018.08 ¿ù","2018.09 ¿ù","2018.10 ¿ù","2018.11 ¿ù","2018.12 ¿ù","2019.01 ¿ù","2019.02 ¿ù","2019.03 ¿ù","2019.04 ¿ù","2019.05 ¿ù","2019.06 ¿ù","2019.07 ¿ù","2019.08 ¿ù","2019.09 ¿ù","2019.10 ¿ù","2019.11 ¿ù","2019.12 ¿ù","2020.01 ¿ù","2020.02 ¿ù","2020.03 ¿ù","2020.04 ¿ù","2020.05 ¿ù","2020.06 ¿ù","2020.07 ¿ù","2020.08 ¿ù","2020.09 ¿ù","2020.10 ¿ù","2020.11 ¿ù","2020.12 ¿ù","2021.01 ¿ù","2021.02 ¿ù","2021.03 ¿ù","2021.04 ¿ù","2021.05 ¿ù","2021.06 ¿ù","2021.07 ¿ù","2021.08 ¿ù","2021.09 ¿ù","2021.10 ¿ù",
"¿µ¾ç±º","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29","30","22","24","10","16","13","23","30","34","32","35","47","35","40","26","17","19","15","19",
"¹®°æ½Ã","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36","37","28","30","13","18","17","28","38","36","35","39","54","38","45","27","17","19","15","24",
"¸í¼­µ¿","¿ùÆò±Õ","","48","43","54","52","58","45","33","24","33","34","52","47","46","50","40","60","39","37","24*","23","28","36","55","48","55","54","51","41","49","33","25","28","25","30","39","36","30","31","31","32","29","26","22","26","21","28","31","33","37","34","54","34","32","34**","","","15","20",
"¿õ³²µ¿","¿ùÆò±Õ","","35","32","37","46","50","37","32","34","37","28","46","48","48","52","47","68","49","47","43","39","39","52","72","59","66","66","65","56","66","53","41","46","40","44","52","45","33","37","34","35","32","27","19","27","24","32","35","34","36","34","57","37","33","35**","","","18","25",
"¼ºÁÖµ¿","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","37","34","38","28","23","27","23","28","37","37","34","35","33","37","33","28","15","29","24","27","28","28","33","31","53","32","31","23*","","","12","16",
"°¡À½Á¤µ¿","¿ùÆò±Õ","","48","43","48","53","57","44","40","33*","40","37","55","48","50","57","46","63","39","36","35","26","26","38","62","48**","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"¿ëÁöµ¿","¿ùÆò±Õ","","52","47","56","59","63","51","48","37","42","35","52","47","49","52","46","68","44","43","40*","","","","46","40","45","47","46","38","44","33","29","34","28","28","35","33","29","33","31*","36","37","35","25","31","27","30","32","28","32","33","56","35","34","29","19","20","20","25",
"»çÆÄµ¿","¿ùÆò±Õ","","52","47","56","54","57","45","41","31","37","33","50","46","46","51","43","61","40","39","36","28","29","36","57","49","54","54","52","43","48","37","32","34","28","30","40","38","30","32","31","32","29","25","20","29","29*","0","19**","24","29","28","52","30","31","25","17","16","14","21",
"°æÈ­µ¿","¿ùÆò±Õ","","43","40","48","50","51","43","44","34","43","34","47","42","43","51","43","61","43","43","38","32","32","35","49","38","44","46","46","38","45","35","29","33","26","26","32","27","24","27","26","29","28","27","29","37","28","32","30","24","26","25","50","28","28","23","16","19","14","20",
"È¸¿øµ¿","¿ùÆò±Õ","","47","43","53","55","59","45","40","33","41","36","51","47","48","52","46","64","46","46","36","37","38","45","66","56","63","59","56","42","51","40","29","36","31","36","42","33","27","29","31","34","32","27","18","30","27","30","32","31","36","36","62","38","38","33","21","20","18","26",
"ºÀ¾Ïµ¿","¿ùÆò±Õ","","50","49","53","59","64","57","50","43**","","","45","40","40","46","42","60","43","43","35","28","30","34","50","41","46","47","49","40","47","37","31","33","28","30","36","31","26","30","29","31","29","26","19","25","20","26","26","26","32","29","54","33","31","26","17","18","17","23",
"¿ù¿µµ¿","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30","28","27","29","27","29","27","24","18","31","20","25","26","25","30","30","52","31","32","25","20","19","17","22",
"³»¼­À¾","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24**","27","27","46","28","29","21","15","16","14","19",
"»óºÀµ¿","¿ùÆò±Õ","","42","37","48","54","55","41","40","31","36","31","46","37","37","44","43","60","42","44","42","36","27","30","44","36","44","46","48","40","48","41","34","37","29","27","35","28","26","30","31","32","34","33","22","36","27","27","26","26","30","30","30*","","","","","17*","","",
"´ë¾Èµ¿","¿ùÆò±Õ","","53","50","59","61","62","47","41","27","35","30","50","44","43","46","45","62","43","43","33","26","25","28","44","38","45","48","50","40","45","36","30","32","28","28","36","30","22","25","24","25","28","28","17","26","31**","0","23**","31","35","37","56","34","37","25","16","16*","15","21",
"»ó´ëµ¿","¿ùÆò±Õ","","56","50","58","57","49","34","38","26","34","26","52","45","45","52","43","51","47","51","39","33","31","32","48","41","47","50","52","44","50","42","27","29","26","31","44","41","37","41","39","42","41","35","23","33","31","36","41","30","33","36","53","32","32","30**","","","16","21",
"Á¤ÃÌ¸é","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41**","36","31","50","31","35","26","19","17","16","24",
"ÇÏµ¿À¾","¿ùÆò±Õ","","47","46","56","61","64","50","47","27","33","28","45","40","45","50","42","61","35","28","18","13","15","27","34","25","38","52","47","36","42","42","","","","19","27","27","26","31","30*","32","31","30","20","33","19","26","28","29","33","35","54","35","43","30","22","23","19","23",
"±Ý¼º¸é","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","19",
"µ¿»óµ¿","¿ùÆò±Õ","","43","37","44","40","44","35","29","20","25","21","36","36","38","40","28","41","33","34","28","24","28","38","70","60","69","57","54","43","50","31","29","35","26","34","43","38","36","39","37","36","31","29","23","29","28**","0","31*","34","40","38","60","36","35","26","18","20","18","26",
"»ï¹æµ¿","¿ùÆò±Õ","","40","36","45","46","50","36","30","24","31","25","45","40","39","43","37","64","46","43","37","30","28","33","53","47","50","54","56","45","52","38","34","36","30","32","39","38","32","34","33","35","33","29","22","27","23","31","32","35","37","35","55","37","37","31","21","23","20","26",
"ÀåÀ¯µ¿","¿ùÆò±Õ","","40","37","47","44","48","36","38","26","30","24","41","38","36","43","36","52","38","38","35","25","25","29","48","38","39","46","44","34","38","29","24","29","23","24","32","33","32","34","30","31","28","27","19","32","22","26","29","29","33","32","50","32","31","25","20","21","17","24",
"Áø¿µÀ¾","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37","37","32","35","32","32","30","28","18","30","22","29","33","42","46","46","66","44","45","39","29","30","25","34",
"ºÏºÎµ¿","¿ùÆò±Õ","","52","48","58","59","60","47","41","33","42","39","57","52","51","59","49","74","51","48","40","30","32","31","50","43","51","51","53","44","50","37","30","32","27","32","36","34","26","32","33","34","35","32","22","33","24","30","32","32","35","36","58","38","36","33**","","","14","18",
"»ïÈ£µ¿","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42","39","41","35","26","36","27","40","39","37","37","37","62","40","37","32","24","26","22","29",
"¿õ»óÀ¾","¿ùÆò±Õ","","48","42","51","51","55","39","34","26","34","28","46","42","43","53","41","64","44","41","38","31","31","37","53","42","49","53","54","46","53","42","34","35","29","33","40","36","","","","","","","","","","","","","","","","","","","","","","",
"¹°±ÝÀ¾","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28**","28","31","52","34","35","30","24","24","19","23",
"¾ÆÁÖµ¿","¿ùÆò±Õ","","39","37","46","52","56","40","37","30","37","33","44","37","36**","","41","60","42","38","37","31","32","29","41","33","39","43","43","36","45","31","26","31","30","32","36","29","28","33","33","37","34","31","22","29","27","33","33","28**","44**","28","55","34","36","28","23","23","18","18",
"°íÇöµ¿","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26**","31","26","52","29","33","19","15","15","14","20",
"»çÃµÀ¾","¿ùÆò±Õ","","43","38","43","42","47","33","32","22","27","25","44","40","38","45","38","50","34","33","27","20","22","28","43","36","43","44","42","32","37","30","22","26","22","25","35","34","32","36","31","31","28","28","16","28","22","27","30","30","34","35","49","33","35","24","17","16","16","23",
"ÇâÃÌµ¿","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30**","32","31","54","30","39","24","19","16","15","22",
"³»ÀÏµ¿","¿ùÆò±Õ","","","","","","","","","","","","50*","43","43","44","38","56","41","40","31","22","28","32","50","42","49","50","50","40","46","37","30","30","23","26","37","33","28","37","39","39","42","37","24","30","24","33","36","33","35","37","56","41","38","35","21","22","18","22",
"¹«Àüµ¿","¿ùÆò±Õ","","","","","","","","","","","","44*","40","39","48","45","62","43","41","34","30","30","35","49","41","48","53","53","42","50","39","30","36","29","32","37","31","28","31","28","34","31","26","18","28","22","28","28","27","33","32","61","33","39","24","17","17","17","21",
"°í¼ºÀ¾","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","46","50","50","40","46","36","28","35","30","32","39","33","28","29","27","31","30","24","17","26","19","29","28","25","31","31","52","34","40","30","23","23","22","27",
"°ÅÃ¢À¾","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","50","56","60","41","45","35","26","28","24","30","40","37","33","32","33","34","33","32","16","21","21","32","39","33","36","35","52","36","38","29","21","19","16","23",
"°¡¾ßÀ¾","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","50","50","47","38","42","35","28","30","30","34","42","37","30","33","32","32","31","27","18","25","24","28","32","34","36","38","52","37","35","29","19","21","17","23",
"ÇÔ¾çÀ¾","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","47","52","57","37","43","33","23","24","20","27","36","30","28","29","32","35","31","32","15","19","26","32","27","27","32","31","51","33","39","25","15","16","15","21",
"³²ÇØÀ¾","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","45","50","51","38","44","35","25","29","27","28","35","30","26","33","33","37**","","0","17","30","22","23","26","25","30","31","56","37","46","28","20","19","19","24",
"»êÃ»À¾","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27","25","25","27","27","29","27","27","15","26","17","21","23","23","31","29","45","30","36","26","20","19","16","20",
"ÀÇ·ÉÀ¾","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28","27","26","26","26","26","25","25","16","26","21","24","26","25","28","29","42","30","32","26","21","19","17","22",
"Ã¢³çÀ¾","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34","33","31","33","30","32","31","30","19","28","23","30","32","31","34","34","47","34","35","30","21","21","19","26",
"ÇÕÃµÀ¾","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27","26","25","26","27","29","29","29","17","27","20","22","25","24","28","29","44","32","36","27","17**","","","20*",
"ÀÌµµµ¿","¿ùÆò±Õ","","43","44","52","65","57","43","36","33*","41**","30","44","36","36","44","43","53","38","36","25","21","27","33","43","35","38","46","56","43","45","30","27","28","28","34","43","32","35","37","38","43","38","28","21","24","29","36","32","28","37","39","79","41","48","30","20","20","22","27",
"¿¬µ¿","¿ùÆò±Õ","","32","34","42","54","42","38","25*","25**","34","29","45","38","35","42","43","58","38","33","25","26","27","28","42","31","40","47","55","43","50","37","28","32","29","35","45","34","35","39","40","45","38","28","20","24","28","33","31","29","38","40","82","41","48","30","19","16","19","26",
"Á¶ÃµÀ¾","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31","33","73","33","42","22","14","11","15","20",
"ÇÑ¸²À¾","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28","31","67","32","39","24","15","16","18","24",
"µ¿È«µ¿","¿ùÆò±Õ","","31","33","37","44","41","31","25","26","25","19","36","33","32","40","35","52","30","28","26","27","27","29","32","30","30","35","40","32","35","26","22","27","18","28","35","27","26","30","31","41","35","25","19","31","25","29","27","21","25","31","61","31","36","20","19","15","17","24",
"¼º»êÀ¾","¿ùÆò±Õ","","","","","","","","","","","28","36","29","31","43","44","59","43","36","35","25","21","28","40","27","31","38","49","36","40","29","27","32","28","32","38","25","30","33","33","39","34","27","16","29","25","29","26","20","27","31","77","40","44","27","24","23","24","25",
"´ëÁ¤À¾","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","25","35","42","51","35","44","30","24","30","21","32","40","30","33","35","35","41","38","31","23","36","29","33","30","25","34","38","79","36","44","23","23","21","24","29",
"³²¿øÀ¾","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22**","25","31","32","40","33","26","19","30","20","26","25","22","29","31","56","33","37","22","20","15","18","21",
